"ids","rel.ids","mzs","RTs","Ints","relationship","isotope.pattern","charge"
10408,113,1220.44469416973,16.2830055476659,48294.5389995117,"potential bp|isotope",17,1
3576,14,512.170113093036,19.7577466195722,249126.153255092,"potential bp|isotope",16,1
8302,113,1241.42514410752,16.1295503869365,73420.0418921956,"",NA,NA
7607,294,312.247775766123,20.974361631108,85581.2179772745,"",NA,NA
4858,113,274.092633310036,16.2084866599927,163303.325724078,"potential bp",13,1
12866,1051,456.182554542514,17.9084360570461,30611.0556417077,"bp",NA,NA
10712,132,456.177391711423,21.619710689717,45552.3049578953,"",NA,NA
10988,14,221.019190411124,20.3211200663823,43269.8598951059,"",NA,NA
10074,1031,432.171243349032,17.9871085486011,51472.6608255674,"bp",NA,NA
15079,14,715.208507393883,19.5697568498766,21100.6903868787,"",NA,NA
11886,113,1023.35695056983,16.1432918103198,36378.5113074071,"potential bp|isotope",15,1
10390,114,138.054992676598,16.4143864671049,48456.3234286499,"",NA,NA
7185,14,731.183572338916,19.901596326695,93483.5377108187,"",NA,NA
16840,14,733.218446733801,20.1087790198402,14476.5996984924,"",NA,NA
13528,113,878.304147298884,16.3317398762789,27642.9767420756,"potential bp|isotope",20,1
12408,113,1073.37880352838,16.3590971496374,33104.5515632563,"potential bp",14,1
12351,14,494.13870357841,20.5204917681289,33476.2604670361,"",NA,NA
9459,114,856.317800293659,16.5152109279648,58612.8927819734,"potential bp|isotope",3,1
10229,81,91.0390583927835,17.1829063062395,49850.028778818,"",NA,NA
11220,132,91.0391324907607,21.8502135905055,41281.9381950605,"",NA,NA
8709,1047,205.126251459088,17.4027678967081,67869.1974473639,"bp",NA,NA
9356,132,205.124955776041,22.0953048351456,59896.3026327352,"",NA,NA
8782,14,281.095742718828,20.4314871845143,66964.0723263605,"potential bp|isotope",9,1
8408,14,638.182226567059,20.5750850545637,71725.852682223,"potential bp",0,1
11381,14,748.214680582355,20.2431749352018,40101.0868082784,"potential bp|isotope",10,1
12543,114,871.339644244387,16.4808361366288,32396.0137954224,"potential bp",1,1
11810,14,894.272408321767,19.9280340367752,36997.9067751996,"",NA,NA
9396,81,1218.40949481716,17.244960420778,59403.6764373779,"",NA,NA
12126,113,1387.48583098392,16.1803944024695,34766.6120409601,"",NA,NA
13953,132,328.226699563169,21.5694695807175,25655.8090105885,"",NA,NA
14542,14,413.105864717919,20.7480716980355,23233.0484674622,"",NA,NA
8971,14,526.210516571291,20.4857595636753,64678.81420881,"",NA,NA
14638,2275,652.264556121443,16.7431630282675,22885.807392041,"bp",NA,NA
12174,2836,672.173724525665,16.5351453720487,34373.3335990484,"bp",NA,NA
8067,14,298.065591768031,20.6053669567104,77602.3348680453,"",NA,NA
12638,1032,404.176372712489,17.6631399492587,31842.6851317616,"bp",NA,NA
13411,1020,458.18698211337,17.7446814169802,28131.3913587594,"bp",NA,NA
17614,23,458.186118595264,22.5853481755127,10616.6950717762,"",NA,NA
7790,81,1072.35250100953,17.3339468061257,82583.3638816794,"",NA,NA
16056,81,115.03913621174,17.1873234366106,17536.8146906856,"",NA,NA
16722,132,115.039017231738,21.8030944123542,14967.89910309,"",NA,NA
12141,1050,232.154504289615,17.743162713474,34653.1166333951,"bp",NA,NA
13733,6565,232.154246855182,22.433748669662,26668.5465471779,"bp",NA,NA
14812,81,260.115108441626,17.0116330070151,22208.7197772647,"bp|isotope",6,1
3710,14,474.217377570957,20.2382891565405,238718.771043892,"potential bp",1,1
6913,132,474.217771836352,21.7790239227178,98986.880115457,"",NA,NA
14632,1033,487.165863328121,17.411135016188,22912.3491274089,"bp",NA,NA
17589,132,487.165917509067,21.6646428908772,10732.1519339988,"",NA,NA
13844,23,489.31733182843,23.084449164383,26158.7629974483,"",NA,NA
12926,15,704.271501503951,17.5712390232763,30286.3530465262,"potential bp|isotope",1,1
17302,132,704.270446111618,21.7525508970402,12394.9249955105,"potential bp|isotope",2,1
13454,81,309.118288341824,16.93191094178,27947.8928759766,"",NA,NA
9070,14,478.164396974021,20.3074990315788,63594.0386646973,"potential bp",2,1
6895,113,1022.34951894285,16.1733444604963,99327.2893115662,"potential bp",15,1
6978,113,292.102972467878,16.1926089983136,97569.8852574678,"potential bp",16,1
12212,14,397.131604319345,20.6982233227535,34162.9338796917,"",NA,NA
12570,81,849.327511525975,17.2419844195415,32239.0543908358,"potential bp|isotope",2,1
10999,1034,460.202254758378,18.0255399004598,43164.3237080927,"bp",NA,NA
13602,132,460.202318297538,21.8359240408331,27267.7854119795,"",NA,NA
8313,14,623.211498763273,20.3521266378056,73223.4732085726,"potential bp|isotope",7,1
4740,14,869.253862972749,19.954359609411,169295.109860229,"potential bp",3,1
7021,113,1219.44066928402,16.3202509801509,96695.4966162597,"potential bp",17,1
11325,14,385.084103685713,20.3685565802429,40505.0461841938,"potential bp|isotope",17,1
9804,81,508.210969252228,17.1894390608653,54348.6456225088,"potential bp|isotope",3,1
13512,132,508.207744343718,21.7619001688674,27719.055306809,"potential bp|isotope",8,1
7850,14,747.214721125948,20.2077215847339,81386.1320181385,"potential bp|isotope",10,1
9395,113,999.34873842563,16.0647454292158,59412.9913435669,"potential bp",18,1
9812,14,1038.3267232077,20.2521652024722,54271.4569245579,"potential bp",4,1
8957,132,263.240795355669,21.9187965913694,64858.4181220129,"potential bp|isotope",5,1
6625,113,635.22497501722,16.2146347276865,105138.966127642,"potential bp|isotope",19,1
7116,14,673.194790762157,19.952518469578,94808.8559279841,"potential bp",5,1
8360,14,893.272645883826,20.2648955252258,72447.578906375,"potential bp|isotope",8,1
9262,113,1000.36574640915,16.2152946886753,61004.5066067001,"potential bp|isotope",18,1
1142,14,296.066421478188,20.6766878613158,967493.595185045,"potential bp",6,1
7874,81,99.0439290915199,17.1677798326552,81060.9507767959,"potential bp|isotope",10,1
7620,15,147.076339119341,17.5118711747147,85361.7575849121,"",NA,NA
9940,1186,147.076224893,22.7104216013007,52869.2802522888,"",NA,NA
6931,132,219.214709889279,22.0628591896805,98596.9875220108,"potential bp|isotope",7,1
12769,132,289.140924537548,21.7508978334813,31071.2346632603,"",NA,NA
12057,15,505.176796778905,17.4075327129192,35281.3841432034,"",NA,NA
16035,132,505.176867925773,21.6964817792005,17594.4865363421,"",NA,NA
5137,114,731.242907237586,16.4988234061148,150797.127592383,"potential bp|isotope",5,1
9818,81,831.298027156469,17.3049352921637,54161.0200042947,"potential bp",0,1
13469,132,831.297812974677,21.810559156103,27898.5621584473,"potential bp",0,1
15226,23,228.231800239018,22.60752887767,20585.8142288249,"",NA,NA
16536,23,248.248638003862,22.7148001314344,15755.222144651,"potential bp|isotope",22,1
5782,132,306.263761121096,21.7956296686055,128466.635778091,"",NA,NA
12736,81,488.196717494632,16.8580213111272,31217.1148234863,"",NA,NA
10620,14,726.200520529977,20.0891885637505,46466.9451259144,"potential bp|isotope",12,1
8354,23,175.118464848177,23.537210005738,72598.2366658854,"",NA,NA
6939,114,692.261156009204,16.6149070441681,98448.9326281494,"potential bp",2,1
16949,81,146.053258355027,17.2106294612851,13938.687529775,"potential bp|isotope",7,1
13991,1035,462.182260786654,17.7972221597825,25476.9471930197,"bp",NA,NA
14220,132,462.182094947638,22.077435148141,24554.9312189593,"",NA,NA
15410,81,684.255863166027,17.310472214072,19936.5138500781,"",NA,NA
16896,132,684.254725817396,21.9599935367612,14172.0327307003,"",NA,NA
7263,113,877.301628945234,16.3360337292939,91643.4833797774,"potential bp|isotope",20,1
3827,15,204.123231780506,17.4400575140728,229362.754306286,"",NA,NA
5441,1187,204.122624139446,22.7445662617281,139767.842618534,"bp",NA,NA
12033,5201,377.193577321969,21.2816244490673,35440.4274032157,"bp",NA,NA
3067,14,622.208408158417,20.4003850780319,303783.17493834,"potential bp",7,1
11012,15,649.218655674639,17.472982094519,43054.6958904731,"",NA,NA
15227,132,649.218490627438,21.6646428908772,20584.6734723727,"",NA,NA
9918,15,668.233127231424,17.4717107502219,53108.4821416341,"potential bp|isotope",0,1
14417,132,668.232796891017,21.5166455542824,23763.0161523391,"potential bp|isotope",4,1
4213,14,892.269407247853,20.2738969846028,200273.487566198,"potential bp",8,1
12488,1188,161.0117875328,22.8400557852307,32653.3492581525,"bp",NA,NA
1873,14,280.092380772025,20.4454893036747,561208.311635445,"potential bp",9,1
14666,81,289.092050570067,17.2112764070907,22760.6564481978,"",NA,NA
12907,132,289.092375989951,21.9602399342172,30392.3667194613,"",NA,NA
15823,81,307.102674194028,17.200475618173,18396.404301578,"",NA,NA
13333,132,448.166110198655,21.8371550971776,28498.3483263428,"",NA,NA
8486,15,687.245512339573,17.5304516219807,70747.9604175004,"bp|isotope",2,1
13291,132,687.245367082186,21.4923090152042,28688.471004864,"",NA,NA
5270,15,132.076761410513,17.6718117099059,146433.800278587,"",NA,NA
15288,81,327.120004261549,17.1673767441978,20361.4516193154,"potential bp|isotope",8,1
15551,132,327.119865608984,22.1135026248411,19405.1810550865,"potential bp|isotope",11,1
2284,2832,656.201284118842,16.0001813272963,439925.008893038,"bp",NA,NA
6571,114,658.252953270978,16.4094436397878,106808.676527832,"",NA,NA
13250,1653,295.191674757609,25.2885311955131,28860.0738512789,"bp",NA,NA
10065,23,428.334075381865,22.7721568139627,51601.3452212402,"potential bp",0,1
11800,81,471.171475246586,16.9308856790864,37071.6088619559,"potential bp",1,1
10643,14,106.044717947275,20.047061588154,46270.9816785411,"",NA,NA
13172,81,362.155151595004,17.2015782353236,29189.4956271501,"potential bp|isotope",12,1
7394,81,848.324191479772,17.2862379150341,89175.8774693937,"potential bp",2,1
10722,132,848.324011417723,21.810559156103,45437.0423067311,"potential bp",1,1
4500,114,855.315242448041,16.5150952539634,182368.662900045,"potential bp|isotope",3,1
11612,81,98.0318200834601,17.2046307723655,38295.9405584987,"potential bp|isotope",10,1
12508,132,98.0317409756796,21.8785469688973,32539.9917266412,"potential bp|isotope",13,1
10877,23,385.307254405846,22.7119983508983,44155.1054261475,"potential bp|isotope",4,1
9943,1194,518.31236446022,23.4060751686799,52847.4299677206,"bp",NA,NA
7015,15,703.269964590358,17.5591718187193,96761.8435893084,"potential bp|isotope",1,1
12021,132,703.269856095012,21.3986648731436,35479.7454637686,"potential bp",2,1
9272,1036,114.066277318484,18.1745910920021,60869.3489484837,"bp",NA,NA
16813,23,260.258447824163,23.2247706714217,14614.3157958276,"potential bp|isotope",24,1
12588,418,378.319824846095,22.4577225901948,32102.2567396466,"",NA,NA
1947,114,854.311867053056,16.5209842082256,533743.606125732,"potential bp",3,1
11896,81,181.070741729179,17.2112764070907,36334.0337000244,"",NA,NA
11552,132,181.07089897187,21.8168874666164,38797.1397404297,"",NA,NA
15818,23,451.381221769284,23.3207620483364,18408.2733696863,"potential bp|isotope",12,1
3139,14,528.141141091436,20.2485723304337,295288.527911392,"potential bp|isotope",11,1
9320,14,870.256795005606,20.1808143526414,60227.6838846757,"potential bp|isotope",3,1
6024,114,1017.39726513344,16.4084737615608,121497.33108011,"potential bp",4,1
8693,81,507.21140870843,16.9349234498303,68105.3002767015,"potential bp|isotope",3,1
3315,14,746.211580942382,20.286974756929,275206.175956268,"potential bp",10,1
3435,15,162.112628539077,17.504171068748,261190.697160802,"",NA,NA
3488,23,162.112411770632,22.8855304514198,257526.919068833,"",NA,NA
5518,81,259.113746022195,17.002554794782,136923.668984582,"bp|isotope",6,1
9707,23,259.113524202946,22.6212882038654,55625.3988604526,"potential bp|isotope",27,1
5838,6566,479.324737250057,22.4750354959592,126750.07242356,"bp",NA,NA
4976,14,529.138909955009,20.2398276554757,158546.247937753,"potential bp|isotope",11,1
9385,23,364.332908508306,23.3219530988724,59516.6726304697,"potential bp|isotope",19,1
8841,23,407.355486666803,23.2277259972823,66290.224614921,"",NA,NA
10490,23,722.489667605737,22.7090696644976,47605.4402073025,"potential bp|isotope",13,1
13030,81,86.03177825729,17.2015782353236,29842.9716618056,"potential bp|isotope",13,1
13695,132,86.0317559967121,21.9172291715116,26820.423564786,"potential bp|isotope",15,1
8267,132,356.258825893456,22.2798367295416,74189.3450094821,"potential bp",3,1
3470,14,105.11036851995,20.2309862346728,258444.713498142,"potential bp|isotope",14,1
13554,23,528.270015807042,23.3100431510126,27517.5962119393,"",NA,NA
10107,23,644.452766992775,24.278946814802,51079.8278663122,"potential bp",1,1
6918,1353,688.480090518907,24.7947611668238,98791.8602783851,"bp",0,1
5340,51,187.064069154757,25.8355147031219,143517.234798102,"",NA,NA
14438,23,257.2667089148,23.4001526584854,23677.8481198418,"potential bp|isotope",24,1
14723,23,645.457753743823,24.2052200119712,22529.638262822,"potential bp|isotope",1,1
4469,15,667.229687275438,17.4661988070209,184084.212054977,"potential bp",0,1
7454,132,667.229480299765,21.5090931209131,88045.1465928673,"potential bp",4,1
10396,1353,689.484288367649,24.6637321895351,48406.0182087736,"bp|isotope",0,1
4874,23,247.246103272313,22.7393272145013,162390.312182625,"potential bp|isotope",22,1
2519,132,262.237683532644,21.8698146804009,393413.302480161,"potential bp",5,1
3978,23,591.417965607416,22.6268857968245,218038.476474494,"potential bp|isotope",28,1
3615,15,686.243827979759,17.5140325105817,245803.871650174,"bp|isotope",2,1
7196,5203,686.243568915368,21.3575969660151,93193.3191960938,"bp",NA,NA
12689,23,810.541991685226,22.7230058846638,31480.9584852425,"potential bp|isotope",8,1
7958,23,457.33002233879,22.9534527897246,79667.1884993107,"potential bp",2,1
2724,3181,478.321406370461,22.4096149683821,353631.8344578,"bp",NA,NA
9957,23,634.437144611025,22.6387056298241,52771.8809626247,"potential bp|isotope",18,1
12046,23,897.590629744535,22.734541913567,35350.0033723575,"potential bp",3,1
6473,23,362.097397725123,24.0075486640584,109199.411296744,"",NA,NA
4638,23,384.307979631151,22.6326394192429,174776.384786979,"potential bp",4,1
13216,23,457.173608102399,23.6824712461284,29001.8481095456,"potential bp|isotope",30,1
16174,23,277.282739077253,23.7045565180815,17102.7723382043,"bp|isotope",31,1
3056,23,363.329759292283,23.3124216004006,305239.657091915,"",NA,NA
4180,14,384.083142661649,20.5194882028905,202567.243337831,"potential bp|isotope",17,1
2524,113,634.219464605052,16.2147892610051,392508.152625256,"potential bp",19,1
9332,23,678.463410419678,22.7138968620229,60110.2438144314,"potential bp|isotope",29,1
4215,14,725.198379724778,20.3343921406689,200145.498050709,"potential bp|isotope",12,1
9696,49,848.448356448722,26.2042172126637,55710.7894365056,"potential bp|isotope",0,1
11388,1654,476.265534553577,25.1885192267277,40039.7496643982,"bp",NA,NA
10956,23,546.384394753541,22.7002549484046,43540.9362354665,"potential bp|isotope",11,1
10427,49,710.4598738649,26.0625131085957,48144.3636216191,"",NA,NA
11529,23,797.286859797346,23.270379020326,38956.2661479492,"potential bp|isotope",41,1
13143,23,562.26681828179,24.1150676089038,29274.2348444595,"",NA,NA
7225,23,704.213789454012,24.050933177886,92561.7151083984,"potential bp",5,2
10324,36,870.37693707955,25.089705178727,49011.4845803562,"potential bp|isotope",0,1
12480,23,335.2986124313,22.5253363776208,32719.6274799456,"",NA,NA
12571,1619,133.065381731834,26.5999390265459,32237.8945464023,"bp",NA,NA
10053,23,853.564688413313,22.7694870423241,51722.7339791475,"potential bp",6,1
14462,49,136.083210419812,26.0825332064946,23573.8610230545,"",NA,NA
14504,1360,136.083270055971,25.0708214226168,23412.4167456853,"bp",NA,NA
4416,49,847.44548790796,26.2049890102807,186801.789247349,"potential bp|isotope",0,1
11133,81,345.129095884016,17.2052704558521,42043.6605322265,"potential bp|isotope",4,1
5926,23,345.127763646261,23.1600964064382,124411.700092706,"potential bp",7,1
13815,23,782.317947694367,23.823099785795,26274.8406244507,"potential bp|isotope",14,1
13059,49,92.0575262904352,26.1729544933365,29712.5708862911,"",NA,NA
11015,1620,225.090772258885,27.0470431475632,43048.1905110989,"bp",NA,NA
5628,23,320.306357613788,23.4150927298392,133214.638557254,"potential bp|isotope",26,1
3800,132,340.282082529085,22.337131323942,231852.14624501,"potential bp",6,1
7197,1613,340.281653245022,27.6107241502348,93191.3401651959,"bp",0,1
10094,51,418.22044463119,25.8550591413181,51223.1879849196,"bp|isotope",1,1
9400,49,517.336480668995,26.1382444983615,59290.2054273382,"potential bp|isotope",5,1
2781,15,702.266885773838,17.5393818803834,344414.302919099,"potential bp",1,1
6018,5204,702.266602089454,21.3340626691815,121635.580510156,"bp",NA,NA
13780,4297,716.51270082503,28.4655821582703,26440.3190619004,"",NA,NA
13331,49,475.279973366658,26.5999390265459,28502.3911247128,"potential bp|isotope",7,1
7655,23,796.287031859738,23.1088788316715,84755.8687680159,"",NA,NA
8590,23,809.538515291402,22.7232173933894,69392.1758019075,"potential bp",8,1
2810,49,846.442275065601,26.2113480460779,340877.954331017,"potential bp",0,1
4955,36,869.375849443319,25.0591078371488,159174.384555898,"potential bp|isotope",0,1
913,14,80.0242022134963,20.4250309034875,1278218.21346871,"potential bp|isotope",18,1
11337,51,282.141760026213,25.8271632955493,40418.784053982,"potential bp|isotope",0,1
14299,23,231.250983404533,23.7795438284696,24259.4644711844,"potential bp|isotope",23,1
10619,4297,231.251024889113,28.4501569378938,46474.8637128134,"bp|isotope",0,1
8946,49,853.403636132345,26.6581301950104,64980.6584952555,"potential bp|isotope",2,1
2610,36,868.375320963317,25.0632424203584,372946.155097362,"potential bp|isotope",0,1
1190,70,98.975549594474,29.893261452161,922421.176471815,"",NA,NA
2007,1611,98.9752764858058,26.328574678383,513295.63765367,"",NA,NA
8890,51,295.11776345082,25.898531404397,65698.3060071533,"",NA,NA
1033,23,319.303893345414,23.3506265659856,1084261.06342913,"potential bp|isotope",26,1
1454,132,218.211588904307,22.0338679760908,743775.590961273,"potential bp",7,1
6774,23,291.272295514096,22.6552135334771,101801.246215993,"potential bp|isotope",15,1
1599,23,304.299947550782,23.2247706714217,667206.182252006,"potential bp",9,1
2969,70,304.306011351448,29.5583427675831,318218.682801514,"bp|isotope",2,1
4136,49,488.30111635715,26.5901164697336,205501.474569487,"potential bp",1,1
10244,49,489.306287560893,26.4648926482351,49703.5163378097,"potential bp|isotope",1,1
10675,1196,288.289445566143,24.3353951394905,45970.106695935,"bp",NA,NA
15172,4298,288.289437153604,28.3114841831376,20797.0569854336,"bp",NA,NA
12546,1621,387.193266550119,27.7440588131706,32375.344157761,"bp",NA,NA
4458,49,484.2521798609,27.1401904978333,184445.034779658,"potential bp|isotope",4,1
7686,49,485.263595676429,26.9642753695968,84343.2742513359,"",NA,NA
1540,36,867.372379194941,25.0262859593794,695174.733428672,"potential bp",0,1
8725,49,115.053789363161,26.4022695443475,67677.3601847195,"",NA,NA
612,23,275.277697939219,23.4865689488248,1940892.56513498,"",NA,NA
4413,23,456.171142605819,23.7514704243003,187132.187860983,"potential bp|isotope",30,1
14683,49,505.325097285329,26.3156717246215,22676.0712220492,"potential bp|isotope",8,1
4085,49,852.400924549286,26.6325163335646,209983.664729604,"potential bp|isotope",2,1
4240,23,276.280250470441,23.4340764741391,198461.574869206,"bp|isotope",31,1
3527,51,281.13876226687,25.7636713568357,253726.950855815,"potential bp",0,1
11024,317,310.209463430406,29.2019055931004,42915.0554586498,"bp|isotope",0,1
8666,51,397.200994331071,25.8043262123729,68464.3796660873,"",NA,NA
3272,81,489.186906101864,17.177299886407,280077.95731462,"",NA,NA
6041,6567,489.186643240605,22.5041246337127,120887.844197008,"bp",NA,NA
10227,23,590.411044603211,22.5767026073136,49862.0313898378,"potential bp|isotope",28,1
4008,23,795.283795695145,23.3066691534399,215173.326465381,"potential bp",10,1
8376,49,117.069581242738,26.2931080036263,72174.2864008729,"",NA,NA
12682,23,244.263316238494,23.7438849095881,31524.8075777516,"",NA,NA
15592,2035,738.491361730345,29.8245105098234,19265.8462479999,"bp",NA,NA
2427,49,851.397671068116,26.4341407167547,410823.651687217,"potential bp",2,1
5901,49,107.085314097164,26.3031739490099,125081.978128372,"",NA,NA
6159,49,120.088709073943,25.9404496836209,117909.11755659,"potential bp|isotope",6,1
5165,418,334.295157214214,22.5202766175818,149668.095732056,"bp",NA,NA
9816,23,426.116498172216,23.7301496634125,54176.7660007814,"potential bp|isotope",20,1
16827,2028,332.119685410002,29.700273660539,14542.81820247,"",NA,NA
5778,49,474.272762631153,26.6500111453844,128525.070111209,"potential bp|isotope",7,1
6289,23,781.315648777124,23.8985463948695,114381.314593191,"potential bp|isotope",14,1
3680,49,135.080295920839,26.0359367986902,240460.616265735,"",NA,NA
6633,23,501.355740420296,22.806444044849,104972.250092027,"",NA,NA
9329,49,523.280022771505,26.9790909500177,60125.2776126473,"potential bp",3,1
5022,51,434.244182538765,25.897481135913,156666.131407253,"",NA,NA
2620,51,417.217715870814,25.7755056838843,371461.075309272,"bp|isotope",1,1
2545,49,91.054069819629,26.0370273353701,387914.277264774,"",NA,NA
6993,81,109.028427728726,17.2024082880192,97263.7659388123,"",NA,NA
7567,132,109.028371919054,21.889293378124,86253.7515449707,"",NA,NA
1786,49,483.248838100743,27.127229167232,592935.492327347,"potential bp",4,1
5735,23,545.381553870383,22.6683747878478,129847.170672151,"potential bp",11,1
2550,14,724.199578319786,20.3685565802429,386657.396980049,"potential bp|isotope",12,1
7683,4299,286.310291425482,28.7056273840633,84436.9639756211,"bp",NA,NA
12714,2032,369.314611764377,30.5522835222433,31355.8066734322,"bp",NA,NA
4882,49,516.332002435021,26.2234408207981,161896.509967464,"potential bp",5,1
8895,132,400.285179903672,22.3182945958047,65609.2698634643,"",NA,NA
12690,5470,191.17917559114,28.8987758942115,31476.3723732938,"bp",NA,NA
6601,2041,299.167301985517,29.6358413212302,105973.752249407,"bp",NA,NA
13202,2068,337.074839123323,30.0221332359153,29063.0936327262,"bp",NA,NA
2416,23,780.3134989084,23.7950154899212,413893.452992474,"potential bp|isotope",14,1
5670,70,391.360178684118,29.4463012416732,132074.635398436,"potential bp|isotope",0,1
9138,2044,222.120235794798,29.4146513300305,62705.083845747,"bp|isotope",0,1
10644,2047,284.294634488157,30.1550994918695,46248.5098796311,"bp",NA,NA
12170,5471,209.190011038125,28.9062742597223,34416.8769855056,"bp",NA,NA
5497,132,296.255943552556,22.4211895548261,137910.742896123,"",NA,NA
6878,49,296.255785044118,28.0621506166632,99588.2627703405,"",NA,NA
8352,1349,434.383746573903,24.4482098438593,72602.1344450684,"bp",0,1
4942,49,439.199495018051,26.2961681274851,159643.521528616,"potential bp|isotope",9,1
1286,23,455.16954387572,23.7932171504464,857912.243057285,"potential bp|isotope",30,1
5379,49,504.322363769561,26.3255847988777,142305.166176281,"potential bp|isotope",8,1
6006,2045,364.284978440317,29.6439911407559,121944.45569368,"bp",NA,NA
9162,2036,412.338205093295,29.8991246166381,62387.9995969689,"bp",NA,NA
1209,15,685.240923672943,17.5206381222137,912815.355007364,"bp",2,1
2723,132,685.240707754105,21.3978980598205,353970.368323918,"",NA,NA
5792,2034,368.313067201182,30.6370024967433,128104.305873893,"bp",0,1
2388,70,390.357629718944,29.4313998202846,419657.926813984,"potential bp",0,1
6960,49,105.069447352676,26.3678504661241,98012.0495326297,"",NA,NA
9248,23,450.378721550999,23.2377869941352,61310.3142215698,"potential bp",12,1
5586,23,721.486221948004,22.6939155186044,134975.989420003,"potential bp",13,1
9421,23,156.076512577485,23.8529945299783,59053.1339824219,"",NA,NA
7348,81,326.117131786543,17.1917405669816,90027.760598191,"potential bp|isotope",8,1
7867,132,326.116820811613,21.9890265434254,81152.6565909778,"potential bp|isotope",11,1
926,49,119.085552200799,25.9357704131227,1253120.36754763,"potential bp",6,1
5630,81,361.153714648228,17.2052704558521,133206.360334778,"potential bp|isotope",12,1
6065,132,361.153705700667,22.0130783185171,120415.723223114,"potential bp|isotope",14,1
5997,23,491.180610257203,22.9610739851496,122309.295122191,"potential bp|isotope",25,1
13123,81,491.183383926935,17.1109813615514,29378.9547839111,"potential bp|isotope",5,1
9425,197,268.177184675055,35.0310470722147,58986.1981758166,"potential bp|isotope",5,1
1097,23,779.31054085419,23.9165833615765,1023896.71969328,"potential bp",14,1
462,14,81.0176933308054,20.4862213435853,2553699.61514589,"potential bp|isotope",18,1
1844,23,290.269222917593,22.6326394192429,572623.586017545,"potential bp",15,1
7739,2029,324.286650107578,31.4164512184574,83454.1268178819,"",NA,NA
9900,7929,341.228505133091,35.6125390087295,53256.7295804443,"bp",NA,NA
1839,197,98.983150595752,35.071310625616,575040.984148926,"",NA,NA
12778,4106,211.109206496179,35.1786284858654,30989.092106462,"bp",NA,NA
547,23,454.170992405104,23.7932171504464,2167176.25406463,"potential bp|isotope",30,1
10700,4109,393.304623744134,34.8081983657771,45692.1578262116,"bp",NA,NA
15236,197,414.092982277976,35.0199866987293,20556.0331125793,"potential bp|isotope",0,1
1239,49,433.241686397294,25.9673177826419,898255.428620186,"",NA,NA
7113,23,765.512383551749,22.7125347456049,94870.9811908892,"potential bp",16,1
13088,4103,316.320730770417,34.4807953729951,29561.1918896003,"",NA,NA
2225,70,347.334918657109,29.9425248460169,454957.457886587,"potential bp|isotope",1,1
5180,23,84.0443618877228,23.1035682357913,149006.337582515,"",NA,NA
8371,2272,84.0444961845588,17.3049352921637,72286.0113050864,"bp",NA,NA
13263,23,300.289372865312,23.3207620483364,28769.0768585708,"",NA,NA
811,14,527.138045655355,20.3786483671862,1451778.08504397,"potential bp",11,1
3579,23,406.352646414979,23.2123363597343,248920.819659045,"potential bp",17,1
8238,197,413.092422971348,35.1786284858654,74707.1494436806,"potential bp",0,1
3409,49,473.264614099852,26.5993874534745,265335.27963853,"potential bp",7,1
4640,81,344.128095030147,17.2113839822651,174618.702064066,"potential bp|isotope",4,1
5073,132,344.127824595946,21.9242638021807,154138.028808441,"bp|isotope",9,1
13590,197,406.137884264141,35.2003092756198,27313.8379253407,"",NA,NA
5178,23,633.433870613008,22.6522461691952,149099.441305469,"potential bp",18,1
10012,2038,315.34505925538,29.8118506962048,52174.8633804353,"bp|isotope",0,1
14276,1902,371.326093903278,33.6663741817732,24367.1288697327,"bp",NA,NA
12765,197,428.068236105588,34.8347116436604,31081.603898654,"potential bp|isotope",4,1
7038,1655,82.9977216325021,25.4001502712215,96407.8638477449,"bp",NA,NA
4161,3797,295.223244754077,35.8534884153174,203827.89619315,"bp",NA,NA
1339,70,303.308986370886,30.3272248508328,818399.6813928,"bp|isotope",2,1
2437,1895,332.331025750893,33.1059351002696,409218.064262737,"bp",0,1
14567,197,392.110377768427,35.1491549914199,23147.3100472526,"potential bp|isotope",6,1
13972,197,429.067114667452,34.8049699133209,25574.7428884277,"potential bp|isotope",4,1
2884,81,506.20828476338,16.9354453846219,328883.009657863,"potential bp",3,1
4039,132,506.207916225593,22.2968834846879,212827.850976185,"potential bp",8,1
1670,3489,98.9791574218969,39.2346869018212,637113.629674844,"bp",NA,NA
879,23,362.326720826026,23.2753494940435,1334310.7971452,"potential bp",19,1
4923,23,425.114102299217,23.610779566145,160260.331416992,"potential bp",20,1
12133,4103,200.200735649925,34.9351505911292,34744.9328713093,"",NA,NA
6404,197,299.072952930027,35.0720676033404,111063.85643075,"potential bp",1,1
5474,197,289.153853954489,35.1344140160143,138541.80976743,"potential bp",2,1
4998,197,354.276615658371,35.0081249218726,157644.208120696,"potential bp",3,1
15920,7930,254.247530247182,35.7737643037255,18025.4943008496,"bp",NA,NA
10729,174,313.177750016378,36.9016362744428,45416.7802625771,"",NA,NA
14750,3792,398.359723585448,37.7392316323157,22410.2688582857,"",NA,NA
7604,197,427.067436701916,34.811449385513,85627.5627396021,"potential bp",4,1
5930,1650,101.008345707243,25.4575838357792,124258.505631759,"",NA,NA
5047,2046,161.096085218545,29.4412342667717,155531.153174121,"bp",NA,NA
16819,3492,247.227459927781,38.2289036046976,14575.9440748106,"bp",NA,NA
5493,197,298.083042382093,34.9884897361434,137961.601247739,"",NA,NA
1258,49,438.197016463923,26.4506340952959,880821.012231993,"potential bp|isotope",9,1
